Dominant_spec,Instellation,Planet_mass,T_inf,Lim_flux[1/cm^2_s],Lim_flux[kg/s],Homopause_alt[km],Exobase_alt[km],Homopause_pressure[bar],Exobase_pressure[bar],Homopause_temp[K],Exobase_temp[K]
N2,1_F_earth,10_M_earth,200,377141260.61420685,1391.2793252682789,9789.721898217867,13932.149171507892,1.4369868840899998e-08,5.587735512986413e-15,142.57758102466397,199.9991058327455
N2,1_F_earth,10_M_earth,300,382505501.9782722,1455.5504146144199,9789.721898217867,16003.34923601552,1.4369868840899998e-08,5.587735512986413e-15,142.57758102466397,299.9975486582648
N2,1_F_earth,10_M_earth,500,397161943.577261,1605.8463863946665,9789.721898217867,20145.749365030773,1.4369868840899998e-08,5.587735512986413e-15,142.57758102466397,499.9944343093033
N2,1_F_earth,10_M_earth,1000,448751235.4331647,2095.614453305377,9789.721898217867,30501.749687568918,1.4369868840899998e-08,5.587735512986413e-15,142.57758102466397,999.9866484368997
N2,1_F_earth,10_M_earth,2000,608211600.4024504,3684.7779764658003,9789.721898217867,51213.75033264519,1.4369868840899998e-08,5.587735512986413e-15,142.57758102466397,1999.9710766920925
N2,1_F_earth,10_M_earth,3000,894914416.0022998,7029.821023880468,9789.721898217867,74750.34895184885,1.4369868840899998e-08,2.7668614625395834e-15,142.57758102466397,2999.973735120931
N2,1_F_earth,10_M_earth,4000,1283896579.1610384,12472.126203624028,9789.721898217867,96403.885719311,1.4369868840899998e-08,2.7668614625395834e-15,142.57758102466397,3999.9645433126448
N2,1_F_earth,10_M_earth,5000,1863478042.733999,21934.06548154401,9789.721898217867,118057.42248677317,1.4369868840899998e-08,2.7668614625395834e-15,142.57758102466397,4999.955351504358
N2,1_F_earth,10_M_earth,6000,2725891997.374816,38227.817050012934,9789.721898217867,139710.9592542353,1.4369868840899998e-08,2.7668614625395834e-15,142.57758102466397,5999.946159696072
N2,1_F_earth,10_M_earth,7000,4184214900.3880734,72218.46524126531,9789.721898217867,167955.04803675952,1.4369868840899998e-08,1.3700581094245733e-15,142.57758102466397,6999.962792924071
N2,1000_F_earth,1_M_earth,200,993352256.7636589,11.76469479955379,1147.6672796229022,1196.42195683692,4.893900918477489e-11,2.8825053029682304e-13,703.619,210.7075056748621
N2,1000_F_earth,1_M_earth,300,973143550.4253848,11.596671796701843,1147.6672796229022,1219.6022788000637,4.893900918477489e-11,2.8825053029682304e-13,703.619,308.58139334096245
N2,1000_F_earth,1_M_earth,500,952928611.6838946,11.49609413105168,1147.6672796229022,1265.962922726351,4.893900918477489e-11,2.8825053029682304e-13,703.619,504.32916867316317
N2,1000_F_earth,1_M_earth,1000,937209403.7320304,11.655173818731491,1147.6672796229022,1381.8645325420696,4.893900918477489e-11,2.8825053029682304e-13,703.619,993.6986070036648
N2,1000_F_earth,1_M_earth,2000,1022914276.9277276,13.64960904322359,1147.6672796229022,1657.569347854184,4.893900918477489e-11,1.7249702494319398e-13,703.619,1981.2467093389537
N2,1000_F_earth,1_M_earth,3000,1043558358.5630094,14.827605959983856,1147.6672796229022,1911.6319025538442,4.893900918477489e-11,1.7249702494319398e-13,703.619,2966.780830356582
N2,1000_F_earth,1_M_earth,4000,1071378147.8390032,16.17856651045531,1147.6672796229022,2165.694457253505,4.893900918477489e-11,1.7249702494319398e-13,703.619,3952.31495137421
N2,1000_F_earth,1_M_earth,5000,1104461764.559019,17.693331226412283,1147.6672796229022,2419.7570119531656,4.893900918477489e-11,1.7249702494319398e-13,703.619,4937.8490723918385
N2,1000_F_earth,1_M_earth,6000,1142093572.1616108,19.376968448759673,1147.6672796229022,2673.819566652826,4.893900918477489e-11,1.7249702494319398e-13,703.619,5923.383193409466
N2,1000_F_earth,1_M_earth,7000,1183947660.822086,21.239609077928638,1147.6672796229022,2927.8821213524866,4.893900918477489e-11,1.7249702494319398e-13,703.619,6908.917314427094
N2,1000_F_earth,10_M_earth,200,17725619.489003714,65.0949435265723,9771.958199181472,13632.970105650878,7.713663412358e-09,9.171074642291175e-15,137.98404514003937,199.99776708036467
