Dominant_spec,Instellation,Planet_mass,T_inf,Lim_flux[1/cm^2_s],Lim_flux[kg/s],Homopause_alt[km],Exobase_alt[km],Homopause_pressure[bar],Exobase_pressure[bar],Homopause_temp[K],Exobase_temp[K]
N2,1_F_earth,10_M_earth,500,379109520.7549874,1522.463013571692,9789.721898217867,19674.97575998194,1.4369868840899998e-08,1.1284550594893711e-14,142.57758102466397,499.9905712224948
N2,1_F_earth,10_M_earth,1000,428353898.54792404,1975.1601603150116,9789.721898217867,29560.185727137814,1.4369868840899998e-08,1.1284550594893711e-14,142.57758102466397,999.9773812587366
N2,1_F_earth,10_M_earth,2000,608211600.4024504,3684.7779764658003,9789.721898217867,51213.75033264519,1.4369868840899998e-08,5.587735512986413e-15,142.57758102466397,1999.9710766920925
N2,1_F_earth,10_M_earth,3000,856005575.1024255,6529.0527546143985,9789.721898217867,71925.75097772147,1.4369868840899998e-08,5.587735512986413e-15,142.57758102466397,2999.955504947285
N2,1_F_earth,10_M_earth,5000,1863478042.733999,21934.06548154401,9789.721898217867,118057.42248677317,1.4369868840899998e-08,2.7668614625395834e-15,142.57758102466397,4999.955351504358
N2,1_F_earth,10_M_earth,6000,2725891997.374816,38227.817050012934,9789.721898217867,139710.9592542353,1.4369868840899998e-08,2.7668614625395834e-15,142.57758102466397,5999.946159696072
N2,1_F_earth,10_M_earth,7000,4009873821.6345778,66061.38527843062,9789.721898217867,161364.49602169747,1.4369868840899998e-08,2.7668614625395834e-15,142.57758102466397,6999.936967887785
N2,1000_F_earth,1_M_earth,200,993352256.7636589,11.76469479955379,1147.6672796229022,1196.42195683692,4.893900918477489e-11,2.8825053029682304e-13,703.619,210.7075056748621
N2,1000_F_earth,1_M_earth,300,973143550.4253848,11.596671796701843,1147.6672796229022,1219.6022788000637,4.893900918477489e-11,2.8825053029682304e-13,703.619,308.58139334096245
N2,1000_F_earth,1_M_earth,500,952928611.6838946,11.49609413105168,1147.6672796229022,1265.962922726351,4.893900918477489e-11,2.8825053029682304e-13,703.619,504.32916867316317
N2,1000_F_earth,1_M_earth,1000,937209403.7320304,11.655173818731491,1147.6672796229022,1381.8645325420696,4.893900918477489e-11,2.8825053029682304e-13,703.619,993.6986070036648
N2,1000_F_earth,1_M_earth,2000,941907991.060657,12.430501624505876,1147.6672796229022,1613.6677521735066,4.893900918477489e-11,2.8825053029682304e-13,703.619,1972.4374836646684
N2,1000_F_earth,1_M_earth,3000,960720059.4473357,13.43169764267545,1147.6672796229022,1845.4709718049437,4.893900918477489e-11,2.8825053029682304e-13,703.619,2951.176360325672
N2,1000_F_earth,1_M_earth,5000,1016667296.2453841,15.87638512315389,1147.6672796229022,2309.077411067818,4.893900918477489e-11,2.8825053029682304e-13,703.619,4908.654113647679
N2,1000_F_earth,1_M_earth,6000,1051292130.5865568,17.312293940538193,1147.6672796229022,2540.8806306992547,4.893900918477489e-11,2.8825053029682304e-13,703.619,5887.392990308682
N2,1000_F_earth,1_M_earth,7000,1089814456.1280444,18.89930634556914,1147.6672796229022,2772.6838503306917,4.893900918477489e-11,2.8825053029682304e-13,703.619,6866.131866969686
N2,1000_F_earth,10_M_earth,200,17725619.489003714,65.0949435265723,9771.958199181472,13632.970105650878,7.713663412358e-09,9.171074642291175e-15,137.98404514003937,199.99776708036467
N2,1000_F_earth,10_M_earth,300,17982605.148285557,67.98244105448731,9771.958199181472,15563.447307348337,7.713663412358e-09,9.171074642291175e-15,137.98404514003937,299.9941665236364
N2,1000_F_earth,10_M_earth,500,18688091.02520365,74.77741202519775,9771.958199181472,19424.401710743252,7.713663412358e-09,9.171074642291175e-15,137.98404514003937,499.98696541017983
N2,1000_F_earth,10_M_earth,1000,21182188.50674156,97.03534617829389,9771.958199181472,29076.787719230546,7.713663412358e-09,9.171074642291175e-15,137.98404514003937,999.9689626265384
N2,1000_F_earth,10_M_earth,2000,28929000.427841544,169.46216280090997,9771.958199181472,48381.55973620514,7.713663412358e-09,9.171074642291175e-15,137.98404514003937,1999.9329570592556
N2,1000_F_earth,10_M_earth,3000,43004475.84692605,322.92759091058895,9771.958199181472,70444.65944107145,7.713663412358e-09,4.636371262806332e-15,137.98404514003937,2999.938218252073
N2,1000_F_earth,10_M_earth,5000,91077437.1818242,1008.0760083705624,9771.958199181472,110893.10285759465,7.713663412358e-09,4.636371262806332e-15,137.98404514003937,4999.895044664713
N2,1000_F_earth,10_M_earth,6000,140486446.09059423,1923.4969391189306,9771.958199181472,136633.66542130962,7.713663412358e-09,2.343884367427429e-15,137.98404514003937,5999.924132876219
N2,1000_F_earth,10_M_earth,7000,208455054.67316157,3346.756783631279,9771.958199181472,157777.27951867718,7.713663412358e-09,2.343884367427429e-15,137.98404514003937,6999.911190720421
