Filename,Element,Planet mass,Earth Flux,Atmospheric mass [kg],Global mass loss [kg],m/M,Radius impactor [m]
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,3.948694863529548e+25,0.6262626262626263,24115904.284820154
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.023309447721445e+25,0.6363636363636365,24244868.791947957
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.097326259170197e+25,0.6464646464646465,24372475.714934986
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.170701018413352e+25,0.6565656565656566,24498760.22690634
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.243389445988455e+25,0.6666666666666667,24623756.065209422
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.31534726243305e+25,0.6767676767676768,24747495.610788163
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.386530188284682e+25,0.686868686868687,24870009.962055262
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.456893944080896e+25,0.696969696969697,24991329.003718797
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.526394250359238e+25,0.7070707070707072,25111481.47097565
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.594986827657252e+25,0.7171717171717172,25230495.009445056
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.662627396512482e+25,0.7272727272727273,25348396.231180824
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.729271677462477e+25,0.7373737373737375,25465210.76706937
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.794875391044778e+25,0.7474747474747475,25580963.31589292
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.859394257796931e+25,0.7575757575757577,25695677.690312214
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.9227839982564814e+25,0.7676767676767677,25809376.860000312
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,4.985000332960973e+25,0.7777777777777778,25922082.992139168
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,5.967266408421263e+25,5.0459989824479535e+25,0.787878787878788,26033817.48947215
