Filename,Element,Planet mass,Earth Flux,r_min [m],r_cap [m],r_gi [m],Cap mass [kg],Differential power law index q,Total impactor mass [kg/s],Mass loss rate [kg/s]
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,39921.09129748053,697.9953267058543
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,41999.72946715306,734.3390157481276
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,44186.59956385941,772.5750723789278
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,46487.33708020257,812.8020296636779
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,48907.8709413959,855.1235511535689
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,51454.438783909245,899.6486980231361
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,54133.60302965376,946.4922101173335
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,56952.26779712819,995.7748016323545
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,59917.69669310625,1047.623472192165
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,63037.53153071282,1102.1718341223645
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,66319.81202212676,1159.560456764785
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,69772.99649665538,1219.9372287200724
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,73405.98369757211,1283.4577389517679
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,77228.13571388659,1350.2856777339732
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,81249.30210614065,1420.5932584758132
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,85479.84528840422,1494.5616615097665
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,89930.66723187632,1572.3815009874377
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,94613.23755890779,1654.2533160859828
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,99539.62309984244,1740.3880877910012
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,104722.51898884354,1831.0077825876228
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,110175.28137883874,1926.345924460871
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,115911.96185988857,2026.6481966793206
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,121947.34366967384,2132.1730749128346
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,128296.97978941475,2243.1924933158975
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,134977.2330233942,2359.9925452930233
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,32048.977467243774,221771.83426492885,1973870.8004106556,9.016312081991636e+18,3.0,142005.31816536817,2482.874220752088
