Filename,Element,Planet mass,Earth Flux,r_min [m],r_cap [m],r_gi [m],rho_0 [kg/m^3],Cap mass [kg],Effective scale height [m],Atmospheric mass [kg],Radius impactor [m],Planetesimal mass loss [kg]
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,197187.17237791824,2.1936755731333893e+26,1013331.3914049239,1.272818351902997e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,194601.4548445498,2.1936755731333893e+26,1034643.3435938694,1.3333973377174497e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,192156.43129544615,2.1936755731333893e+26,1055955.295782815,1.395237136399629e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,189996.25313181727,2.1936755731333893e+26,1077267.2479717606,1.4583377479495348e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,188154.92655065664,2.1936755731333893e+26,1098579.200160706,1.5226991723671658e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,186690.50834731228,2.1936755731333893e+26,1119891.1523496516,1.5883214096525243e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185696.0323214237,2.1936755731333893e+26,1141203.1045385972,1.6552044598056085e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185258.4090199741,2.1936755731333893e+26,1162515.0567275425,1.7233483228264187e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185329.50872915683,2.1936755731333893e+26,1183827.008916488,1.7927529987149553e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185617.78593364116,2.1936755731333893e+26,1205138.9611054338,1.8634184874712194e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185905.77776843062,2.1936755731333893e+26,1226450.9132943791,1.935344789095208e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185960.74477151755,2.1936755731333893e+26,1247762.8654833245,2.0085319035869237e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185765.00821841726,2.1936755731333893e+26,1269074.8176722704,2.0829798309463665e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,185290.37723245317,2.1936755731333893e+26,1290386.7698612157,2.1586885711735347e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,184736.8357576499,2.1936755731333893e+26,1311698.722050161,2.2356581242684289e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,184207.14394992203,2.1936755731333893e+26,1333010.674239107,2.3138884902310513e+21
